0.940408163	em
0.940408163	1
2.240634921	G
2.728072562	1
4.457460317	D
4.457460317	1
5.748027211	C
6.249727891	1
8.008684807	em
8.008684807	1
9.290226757	G
9.775532880	1
11.555804989	D
11.555804989	1
12.821519274	C
13.248526077	1
14.977913832	em
14.977913832	1
16.349002268	G
16.762811791	1
18.564988662	D
18.564988662	1
19.863786848	C
20.320226757	1
22.061224490	em
22.061224490	1
23.410430839	G
23.869229025	1
25.604353741	D
25.604353741	1
26.919569161	C
27.339183673	1
29.142607710	em
29.142607710	1
30.436371882	G
30.876575964	1
32.639433107	D
32.639433107	1
33.994852608	C
34.426077098	1
36.190476190	em
36.190476190	1
37.523038549	G
37.922630385	1
39.734308390	D
39.734308390	1
41.065873016	C
41.484217687	1
43.292403628	em
43.292403628	1
44.569115646	G
45.036575964	1
46.812857143	D
46.812857143	1
48.126961451	C
48.522494331	1
50.324172336	em
50.324172336	1
51.630612245	G
52.089387755	1
53.898548753	D
53.898548753	1
55.165668934	C
55.625147392	1
57.368526077	em
57.368526077	1
58.697052154	G
59.095895692	1
60.900816327	D
60.900816327	1
62.208843537	C
62.668095238	1
64.477029478	em
64.477029478	1
65.728049887	G
66.197936508	1
67.963356009	D
67.963356009	1
69.268979592	C
69.718140590	1
71.528866213	em
71.528866213	1
72.826575964	G
73.254603175	1
75.017619048	D
75.017619048	1
76.353945578	C
76.752947846	1
78.566848073	em
78.566848073	1
79.878594104	G
80.333106576	1
82.120362812	D
82.120362812	1
83.432290249	C
83.806961451	1
85.615170068	em
85.615170068	1
86.919047619	G
87.365510204	1
89.133650794	D
89.133650794	1
90.434263039	C
90.900566893	1
92.689160998	em
92.689160998	1
93.979682540	G
94.444580499	1
96.239727891	D
96.239727891	1
97.514126984	C
97.938526077	1
99.761723356	em
99.761723356	1
101.047823129	G
101.461473923	1
103.239773243	D
103.239773243	1
104.569115646	C
104.963605442	1
106.797800454	em
106.797800454	1
108.120702948	G
108.542925170	1
110.355555556	D
110.355555556	1
111.616893424	C
112.057891156	1
113.871814059	em
113.871814059	1
115.156507937	G
115.610340136	1
117.415986395	D
117.415986395	1
118.698662132	C
119.194988662	1
120.912811791	em
120.912811791	1
122.224943311	G
122.679206349	1
124.442743764	D
124.442743764	1
125.774149660	C
126.200249433	1
127.980385488	em
127.980385488	1
129.278140590	G
129.686621315	1
131.490226757	D
131.490226757	1
132.803922902	C
133.228095238	1
135.032517007	em
135.032517007	1
136.369818594	G
136.760068027	1
138.586190476	D
138.586190476	1
139.857301587	C
140.274557823	1
142.127687075	em
142.127687075	1
143.393900227	G
143.859297052	1
145.605578231	D
145.605578231	1
146.881428571	C
147.351292517	1
149.188390023	em
149.188390023	1
150.455623583	G
150.892879819	1
152.662471655	D
152.662471655	1
154.014625850	C
154.432607710	1
156.213310658	em
156.213310658	1
157.511133787	G
157.967210884	1
159.734240363	D
159.734240363	1
161.096077098	C
161.549455782	1
163.297346939	em
163.297346939	1
164.650544218	G
165.062721088	1
166.806009070	D
166.806009070	1
168.134965986	C
168.595215420	1
170.377777778	em
170.377777778	1
171.633265306	G
172.077414966	1
173.868820862	D
173.868820862	1
175.113922902	C
175.581995465	1
177.391224490	em
177.391224490	1
178.653673469	G
179.104376417	1
180.901723356	D
180.901723356	1
182.222789116	C
182.616575964	1
184.460181406	em
184.460181406	1
185.760249433	G
186.166802721	1
188.000498866	D
188.000498866	1
189.286349206	C
189.723764172	1
191.530204082	em
191.530204082	1
192.839682540	G
193.279954649	1
195.045918367	D
195.045918367	1
196.859183673	1
